db_id	question	hardness	query
vücut_geliştiricisi	En az iki kişinin paylaştığı doğum yerleri nelerdir?	easy	SELECT Doğum_Yeri FROM insanlar GROUP BY Doğum_Yeri HAVING COUNT(*) >= 2
vücut_geliştiricisi	Azalan boy sırasına göre insanların boy ve kilosunu listele.	medium	SELECT Boy , Kilo FROM insanlar ORDER BY Boy DESC
vücut_geliştiricisi	Her vücut geliştiricisi hakkında bütün bilgileri göster.	easy	SELECT * FROM vücut_geliştiricisi
vücut_geliştiricisi	Vücut geliştiricisi olmayan kişilerin isimleri ve doğum yerleri nelerdir?	extra	SELECT İsim , Doğum_Yeri FROM insanlar EXCEPT SELECT T1.İsim , T1.Doğum_Yeri FROM insanlar AS T1 JOIN vücut_geliştiricisi AS T2 ON T1.İnsan_No = T2.İnsan_No
vücut_geliştiricisi	Kaç farklı doğum yeri var?	easy	SELECT count(DISTINCT Doğum_Yeri) FROM insanlar
vücut_geliştiricisi	Kaç kişi vücut geliştiricisi değildir?	extra	SELECT count(*) FROM insanlar WHERE İnsan_No NOT IN (SELECT İnsan_No FROM vücut_geliştiricisi)
vücut_geliştiricisi	Koparma puanı 140'ın üzerinde ve boyu 200'ün üstünde olan vücut geliştiricilerinin ağırlıklarını listele.	hard	SELECT T2.Kilo FROM vücut_geliştiricisi AS T1 JOIN insanlar AS T2 ON T1.İnsan_No = T2.İnsan_No WHERE T1.Koparma > 140 OR T2.Boy > 200;
vücut_geliştiricisi	"Daoğum günleri ""January"" kelimesini içeren vücut geliştiricilerinin toplam skorları nedir?"	hard	"SELECT T1.Toplam FROM vücut_geliştiricisi AS T1 JOIN insanlar AS T2 ON T1.İnsan_No = T2.İnsan_No WHERE T2.Doğum_Tarihi LIKE ""%January%"";"
vücut_geliştiricisi	Minimum koparma skoru nedir?	easy	SELECT min(Koparma) FROM vücut_geliştiricisi
seçim_temsilcisi	Kaç tane seçim var?	easy	SELECT count(*) FROM seçim
seçim_temsilcisi	Azalan sırada seçim oylarını listele.	easy	SELECT oylar FROM seçim ORDER BY oylar DESC
seçim_temsilcisi	Seçimlerin tarihlerini ve oy yüzdelerini listele.	medium	SELECT tarih , oy_yüzdesi FROM seçim
seçim_temsilcisi	Seçimlerin minimum ve maksimum oy yüzdeleri nelerdir?	medium	SELECT min(oy_yüzdesi) , max(oy_yüzdesi) FROM seçim
seçim_temsilcisi	Temsilcilerin isimleri ve partileri nelerdir?	medium	SELECT isim , parti FROM temsilci
seçim_temsilcisi	"""Cumhuriyetçi"" olmayan partilerin temsilcilerinin isimleri nelerdir?"	easy	"SELECT isim FROM temsilci WHERE parti != ""Cumhuriyetçi"""
seçim_temsilcisi	New York ve Indiana eyaletlerinin temsilcilerinin ömürleri nelerdir?	medium	"SELECT ömür FROM temsilci WHERE eyalet = ""New York"" OR eyalet = ""Indiana"""
seçim_temsilcisi	Temsilcilerin isimleri ve katıldıkları seçimlerin tarihleri nelerdir_	medium	SELECT T2.isim , T1.Tarih FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no
seçim_temsilcisi	Seçimde 10000'den fazla oy almış adayların isimleri nelerdir?	medium	SELECT T2.isim FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no WHERE oylar > 10000
seçim_temsilcisi	Temsilcilerin isimleri, oylarına göre azalacak şekilde nelerdir?	medium	SELECT T2.isim FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no ORDER BY oylar DESC
seçim_temsilcisi	En az oy sayısına sahip temsilcinin partisi nedir?	hard	SELECT T2.parti FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no ORDER BY oylar ASC LIMIT 1
seçim_temsilcisi	Azalan oy yüzdesi sırasına göre temsilcilerin ömürleri nelerdir?	medium	SELECT T2.ömür FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no ORDER BY oy_yüzdesi DESC
seçim_temsilcisi	Cumhuriyetçi partili temsilcilerin ortalama oy sayısı nedir?	medium	"SELECT avg(T1.oylar) FROM seçim AS T1 JOIN temsilci AS T2 ON T1.temsilci_no = T2.temsilci_no WHERE T2.parti = ""Cumhuriyetçi"""
seçim_temsilcisi	Temsilcilerin partileri nelerdir? Parti ismini ve her partideki temsilci sayısını gösterin.	medium	SELECT parti , COUNT(*) FROM temsilci GROUP BY parti 
seçim_temsilcisi	En fazla sayıda temsilcisi olan parti hangisidir?	hard	SELECT parti , COUNT(*) FROM temsilci GROUP BY parti ORDER BY COUNT(*) DESC LIMIT 1
seçim_temsilcisi	En az üç temsilciye partiler hangileridir?	easy	SELECT parti FROM temsilci GROUP BY parti HAVING COUNT(*) >= 3
seçim_temsilcisi	Hangi eyaletler en az 2 temsilciye sahiptir?	easy	SELECT eyalet FROM temsilci GROUP BY eyalet HAVING COUNT(*) >= 2
seçim_temsilcisi	Burada listelenmiş seçimlere katılmamış temsilcilerin isimlerini listele.	hard	SELECT isim FROM temsilci WHERE temsilci_no NOT IN (SELECT temsilci_no FROM seçim)
seçim_temsilcisi	New York ve Pennsylvania eyaletlerinde temsilcileri olan partileri göster.	hard	"SELECT parti FROM temsilci WHERE eyalet = ""New York"" INTERSECT SELECT parti FROM temsilci WHERE eyalet = ""Pennsylvania"""
seçim_temsilcisi	Temsilciler için kaç farklı parti var?	easy	SELECT count(DISTINCT parti) FROM temsilci
apartman_kiraları	Toplamda kaç tane apartman rezervasyonu var?	easy	SELECT count(*) FROM apartman_rezervasyonları
apartman_kiraları	Toplam apartman rezervasyonu sayısını say.	easy	SELECT count(*) FROM apartman_rezervasyonları
apartman_kiraları	Tüm apartman rezervasyonlarının başlangıç ve bitiş tarihlerini göster.	medium	SELECT rez_başlangıç_tarihi , rez_bitiş_tarihi FROM apartman_rezervasyonları
apartman_kiraları	Her apartman rezervasyonu için başlangıç ve bitiş tarihlerini göster.	medium	SELECT rez_başlangıç_tarihi , rez_bitiş_tarihi FROM apartman_rezervasyonları
apartman_kiraları	Bütün farklı bina açıklamalarını göster.	easy	SELECT DISTINCT bina_açıklaması FROM apartman_binaları
apartman_kiraları	Farklı bina açıklamalarını ver.	easy	SELECT DISTINCT bina_açıklaması FROM apartman_binaları
apartman_kiraları	"""Emma"" tarafından yönetilen binaların kısa isimlerini göster."	easy	"SELECT bina_kısa_ismi FROM apartman_binaları WHERE bina_yöneticisi = ""Emma"""
apartman_kiraları	"""Emma"" hangi binalarda yöneticidir? Bana binaların kısa isimlerini ver."	easy	"SELECT bina_kısa_ismi FROM apartman_binaları WHERE bina_yöneticisi = ""Emma"""
apartman_kiraları	"""Brenden"" tarafından yönetilen tüm binaların adreslerini ve telefonlarını göster."	medium	"SELECT bina_adresi , bina_telefonu FROM apartman_binaları WHERE bina_yöneticisi = ""Brenden"""
apartman_kiraları	"""Brenden"" tarafından yönetilen binaların adresleri ve telefon numaraları nelerdir?"	medium	"SELECT bina_adresi , bina_telefonu FROM apartman_binaları WHERE bina_yöneticisi = ""Brenden"""
apartman_kiraları	"İçinde ""court"" kelimesi olan binaların tam isimleri nelerdir?"	medium	"SELECT bina_tam_ismi FROM apartman_binaları WHERE bina_tam_ismi LIKE ""%court%"""
apartman_kiraları	"""court"" kelimesini içeren tüm bina tam isimlerini bul."	medium	"SELECT bina_tam_ismi FROM apartman_binaları WHERE bina_tam_ismi LIKE ""%court%"""
apartman_kiraları	Bütün apartmanların minimum ve maksimum banyo sayısı nedir?	medium	SELECT min(banyo_sayısı) , max(banyo_sayısı) FROM apartmanlar
apartman_kiraları	Bana bütün apartmanlar arasındaki minimum ve maksimum banyo sayısını ver.	medium	SELECT min(banyo_sayısı) , max(banyo_sayısı) FROM apartmanlar
apartman_kiraları	Apartmanların ortalama yatak odası sayısı nedir?	easy	SELECT avg(yatak_odası_sayısı) FROM apartmanlar
apartman_kiraları	Bütün apartmanların ortalama yatak odası sayısını bul.	easy	SELECT avg(yatak_odası_sayısı) FROM apartmanlar
apartman_kiraları	Apartman numaralarını ve her apartmandaki oda sayısını döndür.	medium	SELECT apart_numarası , oda_sayısı FROM apartmanlar
apartman_kiraları	Her apartman için apartman numarası ve oda sayısı nedir?	medium	SELECT apart_numarası , oda_sayısı FROM apartmanlar
apartman_kiraları	"""Stüdyo"" tür koduna sahip apartmanların ortalama oda sayısı nedir?"	easy	"SELECT avg(oda_sayısı) FROM apartmanlar WHERE apart_tür_kodu = ""Stüdyo"""
apartman_kiraları	"""Stüdyo"" tür koduna sahip apartmanların ortalama oda sayısını döndür."	easy	"SELECT avg(oda_sayısı) FROM apartmanlar WHERE apart_tür_kodu = ""Stüdyo"""
apartman_kiraları	"Tür kodu ""Daire"" olan apartman numaralarını döndür."	easy	"SELECT apart_numarası FROM apartmanlar WHERE apart_tür_kodu = ""Daire"""
apartman_kiraları	"Hangi apartmanların ""Daire"" tür kodu vardır? Bana apartman numaralarını ver."	easy	"SELECT apart_numarası FROM apartmanlar WHERE apart_tür_kodu = ""Daire"""
apartman_kiraları	Bütün misafirlerin isimlerini ve soyisimlerini döndür.	medium	SELECT misafir_ismi , misafir_soyismi FROM misafirler
apartman_kiraları	Tüm misafirlerin ilk ve soy ismi nedir?	medium	SELECT misafir_ismi , misafir_soyismi FROM misafirler
apartman_kiraları	"Cinsiyet kodu ""Erkek"" olan bütün misafirlerin doğum tarihini döndür."	easy	"SELECT doğum_tarihi FROM misafirler WHERE cinsiyet = ""Erkek"""
apartman_kiraları	Cinsiyeti erkek olan bütün misafirlerin doğum tarihleri nelerdir?	easy	"SELECT doğum_tarihi FROM misafirler WHERE cinsiyet = ""Erkek"""
apartman_kiraları	Tüm apartman rezervasyonlarının apartman numaralarını, başlangıç tarihlerini ve bitiş tarihlerini gösterin.	medium	SELECT T2.apart_numarası , T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no
apartman_kiraları	Her apartman rezervasyonu için apartman numarası, başlangıç tarihi ve bitiş tarihi nelerdir?	medium	SELECT T2.apart_numarası , T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no
apartman_kiraları	"""Dubleks"" tür koduna sahip apartmanların rezervasyonlarının başlangıç ve bitiş tarihleri nelerdir?"	medium	"SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.apart_tür_kodu = ""Dubleks"""
apartman_kiraları	"""Dubleks"" tür kodlu apartmanlar için rezervasyon başlangıç tarihi ve bitiş tarihini döndür."	medium	"SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.apart_tür_kodu = ""Dubleks"""
apartman_kiraları	2'den fazla yatak odası olan apartmanların rezervasyon başlangıç ve bitiş tarihleri nelerdir?	medium	SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.yatak_odası_sayısı > 2
apartman_kiraları	İkiden fazla yatak odasına sahip apartmanların rezervasyonlarının başlangıç ve bitiş tarihlerini bul.	medium	SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.yatak_odası_sayısı > 2
apartman_kiraları	"""Suite 634"" numaralı apartmanın rezervasyon durum kodu nedir?"	medium	"SELECT T1.rez_durum_kodu FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.apart_numarası = ""Suite 634"""
apartman_kiraları	"Bana ""Suite 634"" numaralı apartmanın rezervasyon durum kodunu söyle."	medium	"SELECT T1.rez_durum_kodu FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.apart_numarası = ""Suite 634"""
apartman_kiraları	"""Doğrulandı"" durum kodlu rezervasyonlara sahip apartmanların farklı numaralarını göster."	medium	"SELECT DISTINCT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Doğrulandı"""
apartman_kiraları	"Hangi apartmanlarda ""Doğrulandı"" durum kodlu rezervasyonlar vardır? Apartman numaralarını döndür."	medium	"SELECT DISTINCT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Doğrulandı"""
apartman_kiraları	"""Geçici"" rezervasyon durum koduna sahip apartmanların ortalama oda sayısını göster."	medium	"SELECT avg(oda_sayısı) FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Geçici"""
apartman_kiraları	"Rezervasyon durum kodu ""Geçici"" olan apartmanların ortalama oda sayısı nedir?"	medium	"SELECT avg(oda_sayısı) FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Geçici"""
apartman_kiraları	Tüm apartman rezervasyonlarının misafirlerinin isimlerini, başlangıç tarihlerini ve bitiş tarihlerini gösterin.	medium	SELECT T2.misafir_ismi , T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no
apartman_kiraları	Her apartman rezervasyonu için misafir ismi, başlangıç tarihi, ve bitiş tarihini göster.	medium	SELECT T2.misafir_ismi , T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no
apartman_kiraları	Cinsiyeti kadın olan misafirlerin apartman rezervasyonlarının başlangıç ve bitiş tarihleri nelerdir?	medium	"SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no WHERE T2.cinsiyet = ""Kadın"""
apartman_kiraları	"Kadın misafirlerin (cinsiyet kodu ""Kadın"") apartman rezervasyonlarının başlangıç ve bitiş tarihi nedir?"	medium	"SELECT T1.rez_başlangıç_tarihi , T1.rez_bitiş_tarihi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no WHERE T2.cinsiyet = ""Kadın"""
apartman_kiraları	"Durum kodu ""Doğrulandı"" olan apartman rezervasyonlarına sahip bütün misafirlerin ismini ve soyismini göster."	medium	"SELECT T2.misafir_ismi , T2.misafir_soyismi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no WHERE T1.rez_durum_kodu = ""Doğrulandı"""
apartman_kiraları	"Hangi misafirler, ""Doğrulandı"" durum koduna sahip apartman rezervasyonlarına sahiptir?"	medium	"SELECT T2.misafir_ismi , T2.misafir_soyismi FROM apartman_rezervasyonları AS T1 JOIN misafirler AS T2 ON T1.misafir_no = T2.misafir_no WHERE T1.rez_durum_kodu = ""Doğrulandı"""
apartman_kiraları	4'ten fazla yatak odası olan apartmanların tesis kodlarını göster.	medium	SELECT T1.tesis_kodu FROM apartman_tesisleri AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.yatak_odası_sayısı > 4
apartman_kiraları	Dörtten fazla yatak odası olan apartmanların tesis kodları nelerdir?	medium	SELECT T1.tesis_kodu FROM apartman_tesisleri AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.yatak_odası_sayısı > 4
apartman_kiraları	"Tesis kodu ""Spor salonu"" olan bütün apartmanların toplam oda sayısını göster."	medium	"SELECT sum(T2.oda_sayısı) FROM apartman_tesisleri AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.tesis_kodu = ""Spor salonu"""
apartman_kiraları	"Tesis kodu ""Spor salonu"" olan apartmanlardaki toplam oda sayısını bulun."	medium	"SELECT sum(T2.oda_sayısı) FROM apartman_tesisleri AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.tesis_kodu = ""Spor salonu"""
apartman_kiraları	"Kısa ismi ""Columbus Square"" olan binalardaki apartmanlarda toplam kaç oda sayısını göster."	medium	"SELECT sum(T2.oda_sayısı) FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T1.bina_kısa_ismi = ""Columbus Square"""
apartman_kiraları	"Kısa ismi ""Columbus Square"" olan binalardaki apartmanlarda toplam kaç oda vardır?"	medium	"SELECT sum(T2.oda_sayısı) FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T1.bina_kısa_ismi = ""Columbus Square"""
apartman_kiraları	2'den fazla banyosu olan apartmanlarının bulunduğu binaların adreslerini göster.	medium	SELECT T1.bina_adresi FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T2.banyo_sayısı > 2
apartman_kiraları	Hangi binaların ikiden fazla banyosu olan apartmanı vardır? Bana binaların adreslerini ver.	medium	SELECT T1.bina_adresi FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T2.banyo_sayısı > 2
apartman_kiraları	"""Kyle"" tarafından yönetilen binalardaki apartman türü kodlarını ve numaralarını göster."	medium	"SELECT T2.apart_tür_kodu , T2.apart_numarası FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T1.bina_yöneticisi = ""Kyle"""
apartman_kiraları	"""Kyle"" tarafından yönetilen binalar hangi apartman tipi kodları ve apartman numaralarına sahiptir?"	medium	"SELECT T2.apart_tür_kodu , T2.apart_numarası FROM apartman_binaları AS T1 JOIN apartmanlar AS T2 ON T1.bina_no = T2.bina_no WHERE T1.bina_yöneticisi = ""Kyle"""
apartman_kiraları	Rezervasyon durum kodlarını ve ilgili rezervasyon sayılarını göster.	medium	SELECT rez_durum_kodu , COUNT(*) FROM apartman_rezervasyonları GROUP BY rez_durum_kodu
apartman_kiraları	Her rezervasyon durumunda kaç rezervasyon vardır? Rezervasyon durum kodlarını ve bu koda sahip rezervasyonları sırala.	medium	SELECT rez_durum_kodu , COUNT(*) FROM apartman_rezervasyonları GROUP BY rez_durum_kodu
apartman_kiraları	Oda sayısına göre artan şekilde sıralanmış biçimde tüm apartman numaralarını döndür.	easy	SELECT apart_numarası FROM apartmanlar ORDER BY oda_sayısı ASC
apartman_kiraları	Artan oda sayısına göre apartman numaralarını sırala.	easy	SELECT apart_numarası FROM apartmanlar ORDER BY oda_sayısı ASC
apartman_kiraları	En çok yatak odasına sahip apartmanın numarasını döndür.	medium	SELECT apart_numarası FROM apartmanlar ORDER BY yatak_odası_sayısı DESC LIMIT 1
apartman_kiraları	En fazla yatağa sahip apartmanın apartman numarası nedir?	medium	SELECT apart_numarası FROM apartmanlar ORDER BY yatak_odası_sayısı DESC LIMIT 1
apartman_kiraları	Apartman sayısı artan sırada olacak şekilde apartman tür kodlarını ve ilgili apartmanların sayısını göster.	extra	SELECT apart_tür_kodu , COUNT(*) FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY COUNT(*) ASC
apartman_kiraları	Her apartman türü kodu için kodla birlikte apartman sayısını, sayıya göre azalacak şekilde döndür.	extra	SELECT apart_tür_kodu , COUNT(*) FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY COUNT(*) ASC
apartman_kiraları	Ortalama oda sayısına göre azalan sırada sıralanmış şekilde ilk 3 apartman tipi kodunu gösterin.	hard	SELECT apart_tür_kodu FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY avg(oda_sayısı) DESC LIMIT 3
apartman_kiraları	Ortalama oda sayısına göre ilk üç apartman türleri nelerdir? Bana apartman tür kodlarını ver.	hard	SELECT apart_tür_kodu FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY avg(oda_sayısı) DESC LIMIT 3
apartman_kiraları	En çok odaya sahip apartman türü kodunu banyo ve yatak odası sayılarıyla birlikte göster.	hard	SELECT apart_tür_kodu , banyo_sayısı , yatak_odası_sayısı FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY sum(oda_sayısı) DESC LIMIT 1
apartman_kiraları	Toplam oda sayısı en fazla olan apartman türü nedir? Apartman türü kodunu, banyo sayısını ve yatak odası sayısını döndür.	hard	SELECT apart_tür_kodu , banyo_sayısı , yatak_odası_sayısı FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY sum(oda_sayısı) DESC LIMIT 1
apartman_kiraları	En yaygın apartman tür kodunu göster.	hard	SELECT apart_tür_kodu FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY count(*) DESC LIMIT 1
apartman_kiraları	En çok görülen apartman türü kodu hangisidir?	hard	SELECT apart_tür_kodu FROM apartmanlar GROUP BY apart_tür_kodu ORDER BY count(*) DESC LIMIT 1
apartman_kiraları	1'den fazla banyosu olan apartmanlar arasında en yaygın apartman türü kodunu gösterin.	extra	SELECT apart_tür_kodu FROM apartmanlar WHERE banyo_sayısı > 1 GROUP BY apart_tür_kodu ORDER BY count(*) DESC LIMIT 1
apartman_kiraları	Hangi apartman türü kodu birden fazla banyosu olan apartmanlar arasında en yaygınıdır?	extra	SELECT apart_tür_kodu FROM apartmanlar WHERE banyo_sayısı > 1 GROUP BY apart_tür_kodu ORDER BY count(*) DESC LIMIT 1
apartman_kiraları	Her apartman türü kodunu, her kod için maksimum ve minimum oda sayısıyla birlikte göster.	medium	SELECT apart_tür_kodu , max(oda_sayısı) , min(oda_sayısı) FROM apartmanlar GROUP BY apart_tür_kodu
apartman_kiraları	Her apartman türü kodunu her türün maksimum ve minimum oda sayısıyla birlikte döndür.	medium	SELECT apart_tür_kodu , max(oda_sayısı) , min(oda_sayısı) FROM apartmanlar GROUP BY apart_tür_kodu
apartman_kiraları	Sayısı azalan sırada olacak şekilde her cinsiyet kodunu ve ilgili misafir sayısını göster.	extra	SELECT cinsiyet , COUNT(*) FROM misafirler GROUP BY cinsiyet ORDER BY COUNT(*) DESC
apartman_kiraları	Cinsiyet kodlarını koda göre azalacak biçimde, bağlı misafir sayısıyla birlikte sırala. Cinsiyet kodunu ve sayıyı döndür.	extra	SELECT cinsiyet , COUNT(*) FROM misafirler GROUP BY cinsiyet ORDER BY COUNT(*) DESC
apartman_kiraları	Herhangi bir tesisi olmayan kaç apartman vardır?	extra	SELECT count(*) FROM apartmanlar WHERE apartman_no NOT IN (SELECT apartman_no FROM apartman_tesisleri)
apartman_kiraları	Tesisi olmayan apartmanların sayısını bul.	extra	SELECT count(*) FROM apartmanlar WHERE apartman_no NOT IN (SELECT apartman_no FROM apartman_tesisleri)
apartman_kiraları	"Durum kodu ""Geçici"" ve ""Doğrulandı"" olan rezervasyonların apartmanlarının numaralarını göster."	extra	"SELECT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Doğrulandı"" INTERSECT SELECT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Geçici"""
apartman_kiraları	"Hangi apartmanlarda hem ""Geçici"" hem de ""Doğrulandı"" durum kodlu rezervasyonlar var? Apartman numaralarını ver."	extra	"SELECT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Doğrulandı"" INTERSECT SELECT T2.apart_numarası FROM apartman_rezervasyonları AS T1 JOIN apartmanlar AS T2 ON T1.apartman_no = T2.apartman_no WHERE T1.rez_durum_kodu = ""Geçici"""
apartman_kiraları	Birim durum müsaitliği hem 0 hem de 1 olan apartmanların apartman numaralarını göster.	extra	SELECT T1.apart_numarası FROM apartmanlar AS T1 JOIN birim_statü_inceleme AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.müsaitlik = 0 INTERSECT SELECT T1.apart_numarası FROM apartmanlar AS T1 JOIN birim_statü_inceleme AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.müsaitlik = 1
apartman_kiraları	Müsaitliği 0 ve 1 olan apartmanlar hangileridir? Numaralarını döndür.	extra	SELECT T1.apart_numarası FROM apartmanlar AS T1 JOIN birim_statü_inceleme AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.müsaitlik = 0 INTERSECT SELECT T1.apart_numarası FROM apartmanlar AS T1 JOIN birim_statü_inceleme AS T2 ON T1.apartman_no = T2.apartman_no WHERE T2.müsaitlik = 1
maç_sakatlığı	2007'den sonra kaç maç oynanmıştır?	easy	SELECT count(*) FROM maç WHERE sezon > 2007
maç_sakatlığı	Ev takımı ismi azalan sırada olacak şekilde maç tarihlerini listele.	easy	SELECT tarih FROM maç ORDER BY ev_sahibi_takım DESC
maç_sakatlığı	Bütün maçların sezonlarını, ev sahibi ve konuk takımlarını sırala.	medium	SELECT sezon , ev_sahibi_takım , konuk_takım FROM maç
maç_sakatlığı	Stadyumların maksimum, minimum ve ortalama evde oynanan maç sayısı nedir?	medium	SELECT max(evde_oynanan_maçlar) , min(evde_oynanan_maçlar) , avg(evde_oynanan_maçlar) FROM stadyum
maç_sakatlığı	Kapasite yüzdesi %100'den fazla olan stadyumların ortalama katılımı nedir?	easy	SELECT ortalama_katılım FROM stadyum WHERE kapasite_yüzdesi > 100
maç_sakatlığı	Diz probleminden muzdarip olmayan oyuncuların isimleri, oynadıkları maç sayıları ve bilgi kaynakları nelerdir?	medium	SELECT oyuncu , oynadığı_maç_sayısı , kaynak FROM sakatlık WHERE sakatlık_türü != 'Diz problemi'
maç_sakatlığı	"""Walter Samuel""'in sakatlandığı oyunun sezonu nedir?"	medium	SELECT T1.sezon FROM maç AS T1 JOIN sakatlık AS T2 ON T1.maç_no = T2.maç_no WHERE T2.oyuncu = 'Walter Samuel'
maç_sakatlığı	En az iki kez sakatlık yaşanmış maçların numaraları, skorları ve tarihleri nelerdir?	medium	SELECT T1.maç_no , T1.skor , T1.tarih FROM maç AS T1 JOIN sakatlık AS T2 ON T2.maç_no = T1.maç_no GROUP BY T1.maç_no HAVING count(*) >= 2
maç_sakatlığı	En çok sakatlığın olduğu stadyumun kimliği ve ismi nedir?	extra	SELECT T1.stadyum_no , T1.isim FROM stadyum AS T1 JOIN maç AS T2 ON T1.stadyum_no = T2.stadyum_no JOIN sakatlık AS T3 ON T2.maç_no = T3.maç_no GROUP BY T1.stadyum_no ORDER BY count(*) DESC LIMIT 1
maç_sakatlığı	En fazla sakatlığın meydana geldiği stadyumun numarasını ve ismini bulun.	extra	SELECT T1.stadyum_no , T1.isim FROM stadyum AS T1 JOIN maç AS T2 ON T1.stadyum_no = T2.stadyum_no JOIN sakatlık AS T3 ON T2.maç_no = T3.maç_no GROUP BY T1.stadyum_no ORDER BY count(*) DESC LIMIT 1
